dataset,apk,scan_id,runtime_seconds,cpu_percent,ram_mb,report_success,sarif_success
Ghera,MergeManifest-UnintendedBehavior-Lean-malicious.apk,f119dda1-db8d-47b5-98df-2105c7f447fd,10.143,83.21,494.29,false,false
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-benign.apk,9b2a711c-5c94-4fcc-94a7-6be3df203f12,10.139,82.94,497.33,false,false
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-malicious.apk,fefaf408-c894-4497-88c3-57b4a727a452,10.131,83.19,500.30,false,false
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-secure.apk,b67c079c-fbef-4829-a511-3c052b23d5ce,10.140,85.65,502.73,false,false
Ghera,UnnecesaryPerms-PrivEscalation-Lean-benign.apk,466f279d-3957-4a3c-8c52-d1f7eee7806e,10.170,93.72,509.15,false,false
Ghera,UnnecesaryPerms-PrivEscalation-Lean-malicious.apk,5d59cdc0-5c66-40fc-8543-e118f309ee4a,10.127,84.44,508.83,false,false
Ghera,UnnecesaryPerms-PrivEscalation-Lean-secure.apk,9e48a0ba-efea-4f9c-b122-25cdc79b7852,10.134,91.13,511.99,false,false
Ghera,WeakPermission-UnauthorizedAccess-Lean-benign.apk,313de150-c818-42dc-8092-48c9524a6d5e,10.172,86.25,558.49,false,false
Ghera,WeakPermission-UnauthorizedAccess-Lean-malicious.apk,a63d0279-2383-4fae-a72e-08d030d54c52,11.105,16.38,517.44,false,false
Ghera,WeakPermission-UnauthorizedAccess-Lean-secure.apk,014d0b8d-21d6-49d2-b0a4-cc4a152ae2b9,11.117,7.82,519.49,false,false
Ghera,ExternalStorage-DataInjection-Lean-benign.apk,6e322a5c-0ec2-4110-8f2d-77622c7d917f,10.115,79.18,522.57,false,false
Ghera,ExternalStorage-DataInjection-Lean-malicious.apk,4f8055e2-cfd0-487f-abdd-1ba5fabfe8a3,10.130,91.51,541.70,false,false
Ghera,ExternalStorage-DataInjection-Lean-secure.apk,1caac726-f26c-401c-bd28-430cacb62eef,10.117,79.93,528.36,false,false
Ghera,ExternalStorage-InformationLeak-Lean-benign.apk,4106809d-14a2-4b92-9916-34af8d2a155b,10.106,89.54,531.63,false,false
Ghera,ExternalStorage-InformationLeak-Lean-malicious.apk,2ac9bc3f-d755-4c44-959f-46d85a019020,10.142,86.02,534.80,false,false
Ghera,ExternalStorage-InformationLeak-Lean-secure.apk,f4f01700-181c-4494-9000-9831fef3f19f,10.150,83.80,537.96,false,false
Ghera,InternalStorage-DirectoryTraversal-Lean-benign.apk,1bf86878-3dbd-4185-a2d7-2ea7f326695e,10.118,84.83,540.96,false,false
Ghera,InternalStorage-DirectoryTraversal-Lean-malicious.apk,040104a9-07ef-4ac2-b9ff-08756aeb4ae2,10.120,82.60,543.99,false,false
Ghera,InternalStorage-DirectoryTraversal-Lean-secure.apk,244a8f77-b2bf-4bb3-85d2-a7b1d14218f1,10.141,83.92,546.74,false,false
Ghera,InternalToExternalStorage-InformationLeak-Lean-benign.apk,d0cfdbaa-6ef7-4abd-a6b9-f8cc008d73a1,10.150,84.09,549.64,false,false
Ghera,InternalToExternalStorage-InformationLeak-Lean-malicious.apk,c860c219-ca0a-420c-8029-1a2f47b77e83,10.126,80.51,552.75,false,false
Ghera,InternalToExternalStorage-InformationLeak-Lean-secure.apk,edd2a974-5e6f-4054-b77d-ece9e2d1fd75,10.136,79.49,554.94,false,false
Ghera,SQLite-execSQL-Lean-benign.apk,985df0d0-05c5-4674-bc30-7cc2f0beb5d2,10.123,79.87,557.81,false,false
Ghera,SQLite-execSQL-Lean-malicious.apk,edea311f-8ed3-4c99-b966-d43c1c4e2fe9,10.138,75.46,560.72,false,false
Ghera,SQLite-execSQL-Lean-secure.apk,74d4d370-f83e-4bd4-b3d7-2e9816b5393f,10.157,81.28,563.68,false,false
Ghera,SQLlite-RawQuery-SQLInjection-Lean-benign.apk,e9a02ec9-6bc4-477b-ba12-bdc830ba4a41,10.122,91.10,566.86,false,false
Ghera,SQLlite-RawQuery-SQLInjection-Lean-malicious.apk,51677379-69c9-4102-b8c6-7e1bda4d55d4,10.120,83.25,570.06,false,false
Ghera,SQLlite-RawQuery-SQLInjection-Lean-secure.apk,024250f7-a18c-47a4-a3e3-d4cd9e53c56c,10.117,90.77,573.91,false,false
Ghera,SQLlite-SQLInjection-Lean-benign.apk,80151905-bedf-4df1-b86d-9b532c575488,10.122,83.97,576.39,false,false
Ghera,SQLlite-SQLInjection-Lean-malicious.apk,0b29f1a1-eb76-4809-9f7e-8574f88d3e91,10.138,83.19,579.26,false,false
Ghera,SQLlite-SQLInjection-Lean-secure.apk,07b06b9d-88f9-4f27-ba02-06d55d3a40ad,10.133,87.66,581.64,false,false
Ghera,CheckCallingOrSelfPermission-PrivilegeEscalation-Lean-benign.apk,d0eeaf5f-f571-4c72-bfda-fca8cac08e12,10.127,83.39,584.86,false,false
Ghera,CheckCallingOrSelfPermission-PrivilegeEscalation-Lean-malicious.apk,acf3d296-ce76-45ad-8448-e4c2cb56af85,10.127,87.15,588.03,false,false
Ghera,CheckCallingOrSelfPermission-PrivilegeEscalation-Lean-secure.apk,51336756-670f-425f-8271-bb3eab06db63,10.127,85.93,590.50,false,false
Ghera,CheckPermission-PrivilegeEscalation-Lean-benign.apk,a5052c04-9421-485e-8e4c-7113c3968d5c,10.143,90.31,594.42,false,false
Ghera,CheckPermission-PrivilegeEscalation-Lean-malicious.apk,b57bd71d-c91c-44fd-a4e5-48a0ae44d504,10.156,81.20,597.39,false,false
Ghera,CheckPermission-PrivilegeEscalation-Lean-secure.apk,e9bc5753-cfd5-4421-98f0-0a0733897158,10.120,84.22,600.63,false,false
Ghera,ClipboardUse-InformationExposure-Lean-benign.apk,6520e101-87a6-454a-b422-6253a8b37713,10.121,81.16,603.28,false,false
Ghera,ClipboardUse-InformationExposure-Lean-malicious.apk,36000661-78fd-49ff-a8f3-5ae0330592ee,10.139,79.37,605.94,false,false
Ghera,ClipboardUse-InformationExposure-Lean-secure.apk,d0ec1fd9-6f6f-40e2-bcd6-25ea405c5a83,10.120,77.15,607.92,false,false
Ghera,DynamicCodeLoading-CodeInjection-Lean-benign.apk,196e9c86-06d4-45d0-b146-7a06afeb3195,10.137,86.11,611.14,false,false
Ghera,DynamicCodeLoading-CodeInjection-Lean-secure.apk,c0999638-39d9-4fe8-836e-767503646cbf,10.127,86.23,614.87,false,false
Ghera,EnforceCallingOrSelfPermission-PrivilegeEscalation-Lean-benign.apk,c0619aea-6daa-44fb-9b17-ecfda2c0d121,10.132,77.10,617.98,false,false
Ghera,EnforceCallingOrSelfPermission-PrivilegeEscalation-Lean-malicious.apk,7e133456-bddc-4a39-ba93-31ed7d284b1a,10.116,75.88,620.80,false,false
Ghera,EnforceCallingOrSelfPermission-PrivilegeEscalation-Lean-secure.apk,16ecebc4-e521-470c-b282-22d081e7ed2e,10.127,80.79,623.40,false,false
Ghera,EnforcePermission-PrivilegeEscalation-Lean-benign.apk,cfb2462f-6e60-45e6-a438-e92fd294e8e6,10.141,78.61,626.30,false,false
Ghera,EnforcePermission-PrivilegeEscalation-Lean-malicious.apk,db8b4ad8-08a5-4777-abc5-af6ff2ea5681,10.150,85.14,629.17,false,false
Ghera,EnforcePermission-PrivilegeEscalation-Lean-secure.apk,852a233e-f6a0-49d8-bff1-f2dfaadfa6c2,10.139,85.53,631.90,false,false
Ghera,UniqueIDs-IdentityLeak-Lean-benign.apk,f872596f-db31-416b-a645-71c9e8620768,10.120,87.64,635.09,false,false
Ghera,UniqueIDs-IdentityLeak-Lean-malicious.apk,cf8dd3d7-8693-44d4-8880-088c2a1af7de,10.125,82.03,638.08,false,false
Ghera,UniqueIDs-IdentityLeak-Lean-secure.apk,bbfd0045-bf7c-49c3-9c47-0755bf6ae81d,11.108,24.73,641.41,false,false
Ghera,TemplateBenchmark-Lean-benign.apk,74a81140-fae8-4066-8274-1824f62a59cd,11.147,16.31,644.18,false,false
Ghera,HttpConnection-MITM-Lean-benign.apk,9a415068-4a82-4317-87a8-af7c24803c50,10.132,82.12,647.42,false,false
Ghera,HttpConnection-MITM-Lean-secure.apk,b3c4520e-bd3b-4271-b481-ca7ccf71e13d,10.133,83.16,650.25,false,false
Ghera,JavaScriptExecution-CodeInjection-Lean-benign.apk,abfd7bc9-392a-4c8a-8279-d8da764c4fd3,10.112,84.97,653.22,false,false
Ghera,JavaScriptExecution-CodeInjection-Lean-secure.apk,1245ba74-c5bb-410f-adf4-a501707630ad,10.125,80.83,656.13,false,false
Ghera,UnsafeIntentURLImpl-InformationExposure-Lean-benign.apk,6e14f67c-2505-47fe-a34e-7c6eb10ddeda,10.118,79.65,659.11,false,false
Ghera,UnsafeIntentURLImpl-InformationExposure-Lean-malicious.apk,0a734233-c6d9-4df6-8d1d-d428baf7fd51,10.141,83.03,662.08,false,false
Ghera,UnsafeIntentURLImpl-InformationExposure-Lean-secure.apk,598e944b-8b45-4fb0-8f06-5ec4656547ca,10.152,79.87,664.27,false,false
Ghera,WebView-CookieOverwrite-Lean-benign.apk,9a0d0f47-5c99-446c-835f-6d49f7d1506b,10.116,83.56,667.51,false,false
Ghera,WebView-CookieOverwrite-Lean-secure.apk,41f526f2-071b-443a-9b07-a9bf44da11ab,10.165,89.66,671.23,false,false
Ghera,WebView-NoUserPermission-InformationExposure-Lean-benign.apk,159e350a-b91d-43af-96b7-5ac5085d46fe,10.143,89.21,674.49,false,false
Ghera,WebView-NoUserPermission-InformationExposure-Lean-secure.apk,dec4f6bb-1c06-4c17-a358-4b0d96b4b175,10.116,82.13,677.23,false,false
Ghera,WebViewAllowContentAccess-UnauthorizedFileAccess-Lean-benign.apk,0e6cf1ab-d6d7-4fd3-95f7-9ee087667dc9,10.125,86.66,679.82,false,false
Ghera,WebViewAllowContentAccess-UnauthorizedFileAccess-Lean-secure.apk,01a99f25-388b-435b-ac32-286be219fbf6,10.120,83.59,682.52,false,false
Ghera,WebViewAllowFileAccess-UnauthorizedFileAccess-Lean-benign.apk,96d01f66-fff4-47c5-bf20-2f185af9c885,10.134,82.17,685.51,false,false
Ghera,WebViewAllowFileAccess-UnauthorizedFileAccess-Lean-secure.apk,94fafdc9-054c-41a9-8c7d-2f0e52766414,10.148,87.56,688.45,false,false
Ghera,WebViewIgnoreSSLWarning-MITM-Lean-benign.apk,790083c6-12fa-46fb-bbb1-bb0bd46625c2,10.122,87.41,691.45,false,false
Ghera,WebViewIgnoreSSLWarning-MITM-Lean-secure.apk,8b02c189-739d-4bb5-a158-818a424278ac,10.128,83.33,694.36,false,false
Ghera,WebViewInterceptRequest-MITM-Lean-benign.apk,bfd2a8e9-0d48-4975-87ae-f0e156555992,10.123,83.34,697.26,false,false
Ghera,WebViewInterceptRequest-MITM-Lean-secure.apk,13cea5dc-924e-4251-bb7b-705965b7d73e,10.122,82.54,699.87,false,false
Ghera,WebViewLoadDataWithBaseUrl-UnauthorizedFileAccess-Lean-benign.apk,6af9aff8-8e39-4465-8c30-9f30c41eb8c6,10.156,87.21,702.75,false,false
Ghera,WebViewLoadDataWithBaseUrl-UnauthorizedFileAccess-Lean-secure.apk,02ec6c02-4b54-47c6-964f-78b36c2891e1,10.145,89.32,705.75,false,false
Ghera,WebViewOverrideUrl-MITM-Lean-benign.apk,0cb8f151-4e61-4eec-b82e-9f0184bf5963,10.153,89.25,750.81,false,false
Ghera,WebViewOverrideUrl-MITM-Lean-secure.apk,87443dae-426b-4b28-b9cd-0d0080333580,10.124,88.25,711.81,false,false
Ghera,WebViewProceed-UnauthorizedAccess-Lean-benign.apk,77e4edc6-2413-42a1-b5e2-92681c0cc963,10.131,86.95,756.79,false,false
Ghera,WebViewProceed-UnauthorizedAccess-Lean-malicious.apk,5444dc15-57a8-4984-b8f2-e36f61b97820,10.200,68.99,755.53,false,false
Ghera,WebViewProceed-UnauthorizedAccess-Lean-secure.apk,2a9f7999-86ff-4b4b-99e6-40879a413751,10.160,66.97,758.08,false,false
