dataset,apk,scan_id,runtime_seconds,cpu_percent,ram_mb,report_success,sarif_success
Ghera,MergeManifest-UnintendedBehavior-Lean-malicious.apk,45d8393c-5726-4218-a9b4-cb84211b0b15,10.125,58.52,505.57,false,false
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-benign.apk,857ad091-120f-4eaa-b411-235d37375660,10.139,53.35,508.52,false,false
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-malicious.apk,d3a2bc3b-31d5-42f1-aca6-d4d5dba8f823,10.117,62.69,511.45,false,false
Ghera,OutdatedLibrary-DirectoryTraversal-Lean-secure.apk,16007166-bb55-4ac2-9d31-93ff9d28d6b6,10.142,53.90,514.42,false,false
Ghera,UnnecesaryPerms-PrivEscalation-Lean-benign.apk,98953b4a-327a-4cc2-a0cf-d77939262fbc,10.137,64.73,517.45,false,false
Ghera,UnnecesaryPerms-PrivEscalation-Lean-malicious.apk,624b2bc3-d3c0-4991-b426-faa6ae7f811f,10.153,57.28,520.58,false,false
Ghera,UnnecesaryPerms-PrivEscalation-Lean-secure.apk,f534be24-ec93-4c3b-b14a-7b1780287f2e,10.132,56.46,523.99,false,false
Ghera,WeakPermission-UnauthorizedAccess-Lean-benign.apk,870e7753-169e-4b37-b9fd-3bfafcaa4fab,10.128,62.64,526.38,false,false
Ghera,WeakPermission-UnauthorizedAccess-Lean-malicious.apk,c8b9256c-4c9a-4eb1-8553-bf517fdf45a4,10.134,54.22,528.04,false,false
Ghera,WeakPermission-UnauthorizedAccess-Lean-secure.apk,c4a59163-562d-40e2-9b18-8cf21a33e920,10.149,66.01,561.41,false,false
Ghera,ExternalStorage-DataInjection-Lean-benign.apk,af14f516-52ed-4e9d-99f3-028e936915d3,10.132,64.32,527.00,false,false
Ghera,ExternalStorage-DataInjection-Lean-malicious.apk,5957ec04-e15d-4b14-b86c-799a79f10288,10.137,56.31,530.54,false,false
Ghera,ExternalStorage-DataInjection-Lean-secure.apk,663c0667-906a-4699-a194-09ea0289a9bd,10.119,56.57,533.75,false,false
Ghera,ExternalStorage-InformationLeak-Lean-benign.apk,213337a7-7a12-4735-900f-2414633e0a63,10.129,61.39,537.66,false,false
Ghera,ExternalStorage-InformationLeak-Lean-malicious.apk,c892f451-da26-41d8-ac2d-a7fdc3e5278e,10.139,60.38,540.73,false,false
Ghera,ExternalStorage-InformationLeak-Lean-secure.apk,e3fe7d78-d975-40a6-93a6-5e2d9860e502,10.131,54.04,543.71,false,false
Ghera,InternalStorage-DirectoryTraversal-Lean-benign.apk,13557a98-eb39-42a3-a3a0-45856f21c683,10.142,57.30,546.80,false,false
Ghera,InternalStorage-DirectoryTraversal-Lean-malicious.apk,b5148c37-8b67-4fd6-9f85-ef86a3220631,10.116,58.99,549.60,false,false
Ghera,InternalStorage-DirectoryTraversal-Lean-secure.apk,b640a054-edc7-48d2-b73f-43e72c46a568,10.114,60.11,551.45,false,false
Ghera,InternalToExternalStorage-InformationLeak-Lean-benign.apk,a05a5ea0-1988-4735-8b18-0cbc4c5d7d41,10.135,54.34,554.68,false,false
Ghera,InternalToExternalStorage-InformationLeak-Lean-malicious.apk,815f2481-2d00-46ca-a5d1-867dc2dc6125,10.134,59.95,557.53,false,false
Ghera,InternalToExternalStorage-InformationLeak-Lean-secure.apk,d71d7b86-e43c-44cf-8919-07f8d9faa563,10.142,63.07,560.91,false,false
Ghera,SQLite-execSQL-Lean-benign.apk,eab42431-c427-4906-af44-e08efc7fea06,10.168,49.88,563.69,false,false
Ghera,SQLite-execSQL-Lean-malicious.apk,fa38717b-3fbd-4ac8-adaa-212cd32ab146,10.124,74.11,565.13,false,false
Ghera,SQLite-execSQL-Lean-secure.apk,14a3b3db-b003-467f-b519-1d39ade02a7c,11.093,16.03,566.36,false,false
Ghera,SQLlite-RawQuery-SQLInjection-Lean-benign.apk,9ea596e4-47aa-4637-a216-82f1c23b8ed1,11.106,16.84,568.09,false,false
Ghera,SQLlite-RawQuery-SQLInjection-Lean-malicious.apk,f8d5cd04-5f42-4e8a-8080-9c529224b1bd,11.105,10.83,571.30,false,false
Ghera,SQLlite-RawQuery-SQLInjection-Lean-secure.apk,2b5b154a-eaf6-4766-ad6a-f533c8f88983,10.134,60.51,572.57,false,false
Ghera,SQLlite-SQLInjection-Lean-benign.apk,254b8651-9f13-4731-804d-c442211854d0,10.120,54.27,576.03,false,false
Ghera,SQLlite-SQLInjection-Lean-malicious.apk,5d53d3c2-47f5-4c4c-9c24-7f2f0b43c8b8,10.126,62.06,578.92,false,false
Ghera,SQLlite-SQLInjection-Lean-secure.apk,59a6638d-1bd6-4b75-8567-91782387cd3b,10.134,59.22,582.63,false,false
Ghera,CheckCallingOrSelfPermission-PrivilegeEscalation-Lean-benign.apk,6cb7e1c6-8978-4d55-9dd7-8568919b8434,10.145,51.67,583.71,false,false
Ghera,CheckCallingOrSelfPermission-PrivilegeEscalation-Lean-malicious.apk,05290283-9bf8-4709-aca9-236eab718698,10.136,51.71,587.12,false,false
Ghera,CheckCallingOrSelfPermission-PrivilegeEscalation-Lean-secure.apk,3d143ad2-4e39-419c-af06-f09146f4410f,10.143,63.18,589.90,false,false
Ghera,CheckPermission-PrivilegeEscalation-Lean-benign.apk,de85b679-5414-4cb8-9582-d46f3b214e04,10.138,62.91,593.23,false,false
Ghera,CheckPermission-PrivilegeEscalation-Lean-malicious.apk,d2e8741f-d221-4f61-ae2c-537c7e2a2613,10.147,58.35,596.08,false,false
Ghera,CheckPermission-PrivilegeEscalation-Lean-secure.apk,61bb21c9-0c4a-43bc-9c45-912c1e35fccf,10.158,63.28,599.30,false,false
Ghera,ClipboardUse-InformationExposure-Lean-benign.apk,e0117b60-5e6a-4e7c-9ec8-aa4fca2ecf18,10.134,57.24,602.10,false,false
Ghera,ClipboardUse-InformationExposure-Lean-malicious.apk,ebcee4a0-77fd-4900-89c2-19d491715579,10.151,65.39,603.14,false,false
Ghera,ClipboardUse-InformationExposure-Lean-secure.apk,6f677593-e502-480e-b185-048b7af221b8,10.128,71.69,604.19,false,false
Ghera,DynamicCodeLoading-CodeInjection-Lean-benign.apk,1a1c6d25-6b01-433c-afa7-064521f3429f,10.131,62.61,607.56,false,false
Ghera,DynamicCodeLoading-CodeInjection-Lean-secure.apk,77d8d8d5-fbdd-4aa5-94e7-b1fd6cbdc676,10.129,63.06,611.61,false,false
Ghera,EnforceCallingOrSelfPermission-PrivilegeEscalation-Lean-benign.apk,a7233d9c-4aa7-48d5-bbb4-16f0aa9f9d52,10.141,63.30,613.88,false,false
Ghera,EnforceCallingOrSelfPermission-PrivilegeEscalation-Lean-malicious.apk,a3bfcc56-6590-4db2-9cbe-fc3772927a63,10.148,61.78,616.68,false,false
Ghera,EnforceCallingOrSelfPermission-PrivilegeEscalation-Lean-secure.apk,1f64ee27-a18a-41f3-ac8d-98087ba0bac7,10.129,59.71,619.86,false,false
Ghera,EnforcePermission-PrivilegeEscalation-Lean-benign.apk,f6d3e90d-18f0-471f-a541-c40609fcc5c1,10.127,61.89,622.39,false,false
Ghera,EnforcePermission-PrivilegeEscalation-Lean-malicious.apk,f9d7cd44-a85e-4e88-b4ed-86d86d5b9815,10.135,59.22,625.23,false,false
Ghera,EnforcePermission-PrivilegeEscalation-Lean-secure.apk,ddfb2ed2-6780-49d6-aa96-a78b0392c5f5,10.136,59.72,627.96,false,false
Ghera,UniqueIDs-IdentityLeak-Lean-benign.apk,d28b2492-d448-47f8-811b-feedcba79a08,10.138,62.69,631.27,false,false
Ghera,UniqueIDs-IdentityLeak-Lean-malicious.apk,1c412bc8-7577-4a58-bdfb-f59cceb0292a,10.134,59.36,634.36,false,false
Ghera,UniqueIDs-IdentityLeak-Lean-secure.apk,e0ad936c-6515-4187-b6a5-18afb3789823,10.122,57.45,637.34,false,false
Ghera,TemplateBenchmark-Lean-benign.apk,5a2eaac0-4d86-4bf8-b1e0-d6da11a0f59f,10.135,70.47,671.56,false,false
Ghera,HttpConnection-MITM-Lean-benign.apk,5b8c47bd-dadf-4e4e-af30-0f6983eabc01,10.130,68.84,637.30,false,false
Ghera,HttpConnection-MITM-Lean-secure.apk,7336cfaa-c118-439f-9b5b-2de6726002b8,10.134,55.67,639.81,false,false
Ghera,JavaScriptExecution-CodeInjection-Lean-benign.apk,1757879a-9f9e-40f3-b145-67a69d11176a,10.143,59.69,643.05,false,false
Ghera,JavaScriptExecution-CodeInjection-Lean-secure.apk,2325f38b-fc1a-4d1b-8140-12edcc29c209,10.138,58.39,645.24,false,false
Ghera,UnsafeIntentURLImpl-InformationExposure-Lean-benign.apk,675da0c6-9dd0-4e08-8f57-17e66e06f611,10.134,59.21,647.20,false,false
Ghera,UnsafeIntentURLImpl-InformationExposure-Lean-malicious.apk,a15ddb3c-f236-4695-bbd3-6b02a925374a,10.149,58.34,650.61,false,false
Ghera,UnsafeIntentURLImpl-InformationExposure-Lean-secure.apk,48ec8bfa-3ce7-4ae2-99c9-17bc955cd998,10.132,57.44,653.46,false,false
Ghera,WebView-CookieOverwrite-Lean-benign.apk,710f9dd5-59b8-4a40-864b-3d70746bc85a,10.135,64.22,657.00,false,false
Ghera,WebView-CookieOverwrite-Lean-secure.apk,1b5e2c61-c9a6-466f-a873-bfc6f665a66a,10.122,62.60,660.00,false,false
Ghera,WebView-NoUserPermission-InformationExposure-Lean-benign.apk,fed7f986-cad1-4f8e-b484-a30a9d06d99b,11.093,11.25,661.14,false,false
Ghera,WebView-NoUserPermission-InformationExposure-Lean-secure.apk,fc9f638a-455e-4c0a-9427-5aa0166ea181,11.115,14.69,664.00,false,false
Ghera,WebViewAllowContentAccess-UnauthorizedFileAccess-Lean-benign.apk,1c82eb10-43a7-4427-b082-c4aa9e17b411,11.108,10.73,667.01,false,false
Ghera,WebViewAllowContentAccess-UnauthorizedFileAccess-Lean-secure.apk,44750852-3c4a-4750-b825-08164e101a83,10.140,64.09,669.79,false,false
Ghera,WebViewAllowFileAccess-UnauthorizedFileAccess-Lean-benign.apk,1b3a2982-5a02-4e93-9143-10a17a7d7bb9,10.110,63.28,672.85,false,false
Ghera,WebViewAllowFileAccess-UnauthorizedFileAccess-Lean-secure.apk,ce33853b-a58e-4abf-98e3-b88133089df5,10.136,55.40,675.72,false,false
Ghera,WebViewIgnoreSSLWarning-MITM-Lean-benign.apk,6e422e8f-6d64-4f7e-bfb6-66f126820264,10.133,60.94,676.51,false,false
Ghera,WebViewIgnoreSSLWarning-MITM-Lean-secure.apk,2fea8aa2-fbb5-4a2d-b191-95d9210dea92,10.135,63.70,674.67,false,false
Ghera,WebViewInterceptRequest-MITM-Lean-benign.apk,8ce37772-69aa-4036-b0c2-23e11bc52369,10.134,66.90,675.28,false,false
Ghera,WebViewInterceptRequest-MITM-Lean-secure.apk,325c9541-897e-4126-b021-ac0f4e651ac9,10.138,53.02,678.20,false,false
Ghera,WebViewLoadDataWithBaseUrl-UnauthorizedFileAccess-Lean-benign.apk,c57da7eb-b7b3-4da7-b1be-b371ebcae070,10.143,58.02,680.07,false,false
Ghera,WebViewLoadDataWithBaseUrl-UnauthorizedFileAccess-Lean-secure.apk,57ccc88d-ff45-4232-b547-91b84efe0bac,10.147,61.28,683.31,false,false
Ghera,WebViewOverrideUrl-MITM-Lean-benign.apk,e9e32197-7dbe-4127-9167-459829f1a506,10.138,59.45,686.65,false,false
Ghera,WebViewOverrideUrl-MITM-Lean-secure.apk,b72b212e-baf4-419e-8564-fcdf8b799d0b,10.138,60.41,689.90,false,false
Ghera,WebViewProceed-UnauthorizedAccess-Lean-benign.apk,3e915a64-c074-428d-9efb-9a3c778bd350,10.149,66.72,692.63,false,false
Ghera,WebViewProceed-UnauthorizedAccess-Lean-malicious.apk,97366ef4-3cf4-40ae-8013-27a2bc60e330,10.146,62.02,695.46,false,false
Ghera,WebViewProceed-UnauthorizedAccess-Lean-secure.apk,f262a463-310f-4766-9fb2-e8af1ebdb806,10.148,64.13,698.76,false,false
