sample_id,project_name,package_name,project_path,apk_path,apk_sha256,fix_category,label_source,label_confidence,label_review_status,template_id,variant_id,ground_truth_rule,inserted_indicators,inserted_locations,primary_issue_count,build_status
controlled-00122,weak_rsa_0001,com.mobilesec.controlled.weak_rsa0001,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0001,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0001.apk,20b4a949462753b78a97461c246b0d8d1a6ffff2f794d9962ef0465576717bd0,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00123,weak_rsa_0002,com.mobilesec.controlled.weak_rsa0002,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0002,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0002.apk,15725cde415bc71ec1868fc7b8c60537f3cd0d6daee122bacb317fae298b37a1,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00124,weak_rsa_0003,com.mobilesec.controlled.weak_rsa0003,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0003,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0003.apk,49fa5465252d9f40d38dc9c3ef884f62851969aba5b37f5a55856c3f89bcc83c,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00125,weak_rsa_0004,com.mobilesec.controlled.weak_rsa0004,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0004,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0004.apk,5f50163a1c15a3eb27391d2dcdd7cedec88a201785e7e651fbc86d505aed21d2,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00126,weak_rsa_0005,com.mobilesec.controlled.weak_rsa0005,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0005,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0005.apk,c8263f42d3eb00473950dcb01bfc09a994e12415d1a835604b006c8569ca3236,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00127,weak_rsa_0006,com.mobilesec.controlled.weak_rsa0006,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0006,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0006.apk,10d7b6a21a4cade310a4b593edfe10711fc1cc4b1067543f0c2057c6e452292e,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00128,weak_rsa_0007,com.mobilesec.controlled.weak_rsa0007,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0007,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0007.apk,9c777cb69b13beca485af6df7d4f79605882b5240ad1df363248b2b87f4e3734,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00129,weak_rsa_0008,com.mobilesec.controlled.weak_rsa0008,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0008,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0008.apk,2be04e0025531d69873955020b050a05afb6370ea019172441bacf2b4597e90a,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00130,weak_rsa_0009,com.mobilesec.controlled.weak_rsa0009,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0009,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0009.apk,07b1f5bfeba7cf54e9609e518bda9b62e0cf3d481927af1109ca9422b775c756,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00131,weak_rsa_0010,com.mobilesec.controlled.weak_rsa0010,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0010,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0010.apk,b98a6ab23ede0930ce60ada806ae3eacbf0ba121072e0613bca6fde4a8be01e6,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00132,weak_rsa_0011,com.mobilesec.controlled.weak_rsa0011,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0011,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0011.apk,ea1fe3ee958e70ed505933aca00bfbf3a9eea1cdac58e0043c99e09ea98b6241,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00133,weak_rsa_0012,com.mobilesec.controlled.weak_rsa0012,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0012,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0012.apk,b284fa47543ccd604eaea1832c165d7a457fa27d3ef708676025ebceaccb265c,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00134,weak_rsa_0013,com.mobilesec.controlled.weak_rsa0013,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0013,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0013.apk,f164802e368bba4afd5815bc7f3f5d2ae8186530c13bbc5e2687267107660f68,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00135,weak_rsa_0014,com.mobilesec.controlled.weak_rsa0014,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0014,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0014.apk,a196db5704f4e1c4f0050bffec0961cee6736d74d0da6309638af69b5fdf745e,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00136,weak_rsa_0015,com.mobilesec.controlled.weak_rsa0015,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0015,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0015.apk,17835455eb2053cf4bef491c80ffdc5e656128a397d93848092bf9e36212a00e,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00137,weak_rsa_0016,com.mobilesec.controlled.weak_rsa0016,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0016,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0016.apk,59388a66d601ab1705082eef3e46757409886e1291534f49c5a57d3276972bda,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00138,weak_rsa_0017,com.mobilesec.controlled.weak_rsa0017,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0017,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0017.apk,e0b49e0a4e6abf2effbdbd9977afa0a8f326ba8dc9fed45eefe9f7f7e37812fe,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00139,weak_rsa_0018,com.mobilesec.controlled.weak_rsa0018,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0018,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0018.apk,209ca9d8982a08cc10e29b1c89d8413c7cf7cfe370d9776e207a74973592c99e,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00140,weak_rsa_0019,com.mobilesec.controlled.weak_rsa0019,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0019,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0019.apk,20266e315d0a40d2038d93300d5f9c24a7592c6c8f22c4b4d35a6047296d71d7,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00141,weak_rsa_0020,com.mobilesec.controlled.weak_rsa0020,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0020,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0020.apk,0170743bbcd55566c59c09117470a00efbb4f82e4757c6182f23b885a229c2ed,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00142,weak_rsa_0021,com.mobilesec.controlled.weak_rsa0021,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0021,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0021.apk,2c33210dcf0e06b067e9e194d578b3bd210404874fcc43672de13f3db2de62e8,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00143,weak_rsa_0022,com.mobilesec.controlled.weak_rsa0022,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0022,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0022.apk,38e13a159209795459a77d532632db3f60a544197b9a5f29318ab578c9405fab,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00144,weak_rsa_0023,com.mobilesec.controlled.weak_rsa0023,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0023,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0023.apk,79224504883658c82e082b44f21164b5e1d3cd2ae3a20a37d435d8e47383f02d,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00145,weak_rsa_0024,com.mobilesec.controlled.weak_rsa0024,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0024,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0024.apk,77684def24f8181c43df2df01648239624e7ed875ae8272970bc50d76efbd11d,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00146,weak_rsa_0025,com.mobilesec.controlled.weak_rsa0025,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0025,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0025.apk,3c149f1afecf9271ecf1ab0863a2e0ab45652667b65d40e59093c8c579ffaf8b,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00147,weak_rsa_0026,com.mobilesec.controlled.weak_rsa0026,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0026,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0026.apk,e4a998117caf8495ad40e39cb9f173f5d0ecca989dd3a824d3996e0fe22a83eb,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00148,weak_rsa_0027,com.mobilesec.controlled.weak_rsa0027,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0027,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0027.apk,509093ef95d6556b02ed2a7f5602fa50a14b1e39e1444471b9e799e2551e004b,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00149,weak_rsa_0028,com.mobilesec.controlled.weak_rsa0028,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0028,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0028.apk,dd88ca077750bf7c3cae59f44697f2bffae77242814f68a86b1321e7454f77ff,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00150,weak_rsa_0029,com.mobilesec.controlled.weak_rsa0029,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0029,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0029.apk,28ce6f946c2962e880f46c8a164817523257d75beadedcee4be0106d2b993d12,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00151,weak_rsa_0030,com.mobilesec.controlled.weak_rsa0030,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0030,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0030.apk,a1cd2130bb4496b46ecca16aa3691af5b2c45fe034e80734a8126f3bec6607cb,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00152,weak_rsa_0031,com.mobilesec.controlled.weak_rsa0031,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0031,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0031.apk,3a138645a43f718245f3f308d005c767c8f709691aa1562ac7bcd2befa8988ab,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00153,weak_rsa_0032,com.mobilesec.controlled.weak_rsa0032,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0032,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0032.apk,26aaa01db86367e7e89f88508334adebda6eaa8581e586be12058b4cd85bcd3e,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00154,weak_rsa_0033,com.mobilesec.controlled.weak_rsa0033,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0033,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0033.apk,5bb03630b6d12e8a3a603420cd98ad3d2869ce4932ca4af7bf286967321df941,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00155,weak_rsa_0034,com.mobilesec.controlled.weak_rsa0034,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0034,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0034.apk,49f56206adfe67dc1e905808ed144fdb07e724c1c959ff20a919a3493978eb8a,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00156,weak_rsa_0035,com.mobilesec.controlled.weak_rsa0035,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0035,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0035.apk,ea28804d2170d3dd7d2189cb22be26fa701f184f945f7c2116fdb0a8008eaf55,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00157,weak_rsa_0036,com.mobilesec.controlled.weak_rsa0036,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0036,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0036.apk,aee77c0fe38d23d7c7ec1074824526267a53f7a0b6a97c9a9ae38d493c8fafc2,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_512,Intentional weak RSA key or padding markers.,"[""RSA"", ""512-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00158,weak_rsa_0037,com.mobilesec.controlled.weak_rsa0037,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0037,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0037.apk,ee417885f720f052c77653e44ac8c097207625f8afb40bd11af0dcdefc195f12,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_768,Intentional weak RSA key or padding markers.,"[""RSA"", ""768-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00159,weak_rsa_0038,com.mobilesec.controlled.weak_rsa0038,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0038,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0038.apk,1bb636004665030ef7afdf0b572d14748312dfbae931eef912f66bf17a826ae8,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_1024,Intentional weak RSA key or padding markers.,"[""RSA"", ""1024-bit key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00160,weak_rsa_0039,com.mobilesec.controlled.weak_rsa0039,/tmp/controlled_apktool_dataset_v2/projects/weak_rsa_0039,/tmp/controlled_apktool_dataset_v2/apks/weak_rsa_0039.apk,a134d1ee1824d2bd480f2fec39bbbc72a58fa8c850aab5a0ed5e1ca2d062b635,FIX_WEAK_RSA_KEY,controlled_apktool_template,1.0,accepted,weak_rsa,rsa_pkcs1_padding,Intentional weak RSA key or padding markers.,"[""RSA/ECB/PKCS1Padding""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00161,exposed_api_key_0000,com.mobilesec.controlled.exposed_api_key0000,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0000,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0000.apk,49361e9725d276d1e581f098f901ea53726b250f1ccd64ef90f994c9b204dd02,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,google_api_key,Intentional hardcoded API key patterns.,"[""AIza Google API key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00162,exposed_api_key_0001,com.mobilesec.controlled.exposed_api_key0001,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0001,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0001.apk,8a4bb90f076b30b050e2c1d96526b157f68be0548cea2755a984ab6a90c700b6,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,aws_access_key,Intentional hardcoded API key patterns.,"[""AKIA AWS access key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00163,exposed_api_key_0002,com.mobilesec.controlled.exposed_api_key0002,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0002,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0002.apk,e150ac6954f68468f82ac0ff1412dabbf03f30acf7851ace4f33fb89d3e75c6e,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,stripe_secret_key,Intentional hardcoded API key patterns.,"[""Stripe sk_live secret key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00164,exposed_api_key_0003,com.mobilesec.controlled.exposed_api_key0003,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0003,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0003.apk,dcf3e92954ed9181befe88bf49a23f606774a9a4b03cced2598377901b8ea90f,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,firebase_key,Intentional hardcoded API key patterns.,"[""Firebase API key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00165,exposed_api_key_0004,com.mobilesec.controlled.exposed_api_key0004,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0004,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0004.apk,a1bbf9933b17004569737531a0021e2a7d78566a352cc218741dc52ece390168,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,google_api_key,Intentional hardcoded API key patterns.,"[""AIza Google API key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00166,exposed_api_key_0005,com.mobilesec.controlled.exposed_api_key0005,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0005,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0005.apk,d40c49a4363d48823d8a48b3d1596de679c2ccb88aebd5f4fc32f9e6371f42ca,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,aws_access_key,Intentional hardcoded API key patterns.,"[""AKIA AWS access key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00167,exposed_api_key_0006,com.mobilesec.controlled.exposed_api_key0006,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0006,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0006.apk,b2ca04bb4ad6e9b533327d3adf5737c0c721ce17d38f6fe22f07e1952dd8b4ce,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,stripe_secret_key,Intentional hardcoded API key patterns.,"[""Stripe sk_live secret key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00168,exposed_api_key_0007,com.mobilesec.controlled.exposed_api_key0007,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0007,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0007.apk,9e2613e07a309c02ba0d45513f2d7519559237336ec619ce349c7dac51a8ff58,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,firebase_key,Intentional hardcoded API key patterns.,"[""Firebase API key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00169,exposed_api_key_0008,com.mobilesec.controlled.exposed_api_key0008,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0008,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0008.apk,6b36589a47114e0f93eed9bd04be87faa30de94dda9708232d74b96de7afe0ac,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,google_api_key,Intentional hardcoded API key patterns.,"[""AIza Google API key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00170,exposed_api_key_0009,com.mobilesec.controlled.exposed_api_key0009,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0009,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0009.apk,75ee6e3e66a2b8f7c16a94acbde88971ac83a7d9d5e1d3fbaa609c8c3ca01661,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,aws_access_key,Intentional hardcoded API key patterns.,"[""AKIA AWS access key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
controlled-00171,exposed_api_key_0010,com.mobilesec.controlled.exposed_api_key0010,/tmp/controlled_apktool_dataset_v2/projects/exposed_api_key_0010,/tmp/controlled_apktool_dataset_v2/apks/exposed_api_key_0010.apk,307da0844ba291448907fa358ebdf62b7bd22278b340eae01461a8252690fca6,FIX_EXPOSED_API_KEY,controlled_apktool_template,1.0,accepted,exposed_api_key,stripe_secret_key,Intentional hardcoded API key patterns.,"[""Stripe sk_live secret key""]",AndroidManifest.xml; smali/com/mobilesec/controlled/MainActivity.smali,1,built
